global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch
45400,0.000600,0.000969,0.003076,0.007314,0.001153,0.001006,0.001005,0.002121,0.001009,0.000644,0.000139
45500,0.000586,0.001020,0.003082,0.006762,0.001149,0.001003,0.001003,0.002140,0.001000,0.000673,0.000145
45600,0.000561,0.001004,0.003086,0.006989,0.001147,0.001008,0.001007,0.002126,0.001002,0.000705,0.000140
45700,0.000577,0.000940,0.003090,0.006793,0.001140,0.001003,0.001002,0.002176,0.001004,0.000675,0.000139
45800,0.000583,0.000932,0.003079,0.006482,0.001157,0.001007,0.001005,0.002177,0.001004,0.000709,0.000139
45900,0.000580,0.001009,0.003082,0.006790,0.001149,0.001003,0.001008,0.002161,0.001011,0.000742,0.000142
46000,0.000575,0.000940,0.003083,0.007069,0.001148,0.001005,0.001003,0.002118,0.001010,0.000692,0.000143
46100,0.000590,0.000978,0.003089,0.007215,0.001148,0.001005,0.001005,0.002171,0.001010,0.000596,0.000139
46200,0.000579,0.001019,0.003082,0.006330,0.001156,0.001005,0.001004,0.002164,0.001006,0.000611,0.000139
46300,0.000543,0.000994,0.003086,0.006976,0.001151,0.001005,0.001004,0.002169,0.001008,0.000664,0.000141
46400,0.000588,0.001036,0.003079,0.006632,0.001152,0.001006,0.001006,0.002125,0.001006,0.000652,0.000139
46500,0.000588,0.000962,0.003083,0.006610,0.001148,0.001003,0.001002,0.002146,0.001004,0.000623,0.000143
46600,0.000604,0.001032,0.003084,0.005758,0.001156,0.001007,0.001008,0.002156,0.001003,0.000669,0.000137
46700,0.000618,0.000941,0.003084,0.006952,0.001148,0.001005,0.001003,0.002141,0.000998,0.000696,0.000140
46800,0.000627,0.000994,0.003087,0.007073,0.001145,0.001000,0.001003,0.002171,0.001003,0.000576,0.000137
46900,0.000605,0.000925,0.003083,0.006622,0.001138,0.001006,0.001002,0.002144,0.001007,0.000686,0.000136
47000,0.000594,0.001022,0.003081,0.005917,0.001142,0.001005,0.001007,0.002129,0.001008,0.000691,0.000137
47100,0.000591,0.000973,0.003082,0.006500,0.001146,0.001006,0.001007,0.002121,0.001003,0.000630,0.000140
47200,0.000597,0.001031,0.003084,0.006094,0.001132,0.001002,0.001001,0.002148,0.001008,0.000703,0.000140
47300,0.000598,0.000958,0.003087,0.007081,0.001167,0.001003,0.001006,0.002151,0.001003,0.000676,0.000136
47400,0.000607,0.000978,0.003085,0.007846,0.001151,0.001009,0.001007,0.002153,0.000999,0.000647,0.000142
47500,0.000619,0.000987,0.003086,0.007493,0.001158,0.001004,0.001002,0.002166,0.001007,0.000623,0.000140
47600,0.000610,0.001022,0.003083,0.006354,0.001147,0.001006,0.001005,0.002188,0.001005,0.000566,0.000141
47700,0.000570,0.001034,0.003084,0.007403,0.001146,0.001001,0.001002,0.002163,0.001003,0.000628,0.000137
47800,0.000583,0.000935,0.003082,0.007387,0.001152,0.001004,0.001005,0.002134,0.001004,0.000594,0.000135
47900,0.000600,0.000949,0.003087,0.007659,0.001139,0.001006,0.001002,0.002175,0.001007,0.000722,0.000141
48000,0.000618,0.001019,0.003084,0.006293,0.001150,0.001003,0.001002,0.002178,0.001005,0.000633,0.000141
48100,0.000602,0.000949,0.003083,0.006782,0.001142,0.001005,0.001006,0.002150,0.001005,0.000653,0.000140
48200,0.000579,0.001026,0.003091,0.006333,0.001131,0.001006,0.001006,0.002149,0.001003,0.000665,0.000142
48300,0.000602,0.000927,0.003083,0.007264,0.001145,0.001002,0.001003,0.002127,0.001005,0.000659,0.000141
48400,0.000592,0.000969,0.003087,0.007132,0.001169,0.001002,0.001002,0.002145,0.000992,0.000664,0.000143
48500,0.000589,0.000955,0.003088,0.006317,0.001148,0.001004,0.001005,0.002133,0.001000,0.000678,0.000142
48600,0.000580,0.000961,0.003086,0.006795,0.001145,0.001005,0.001005,0.002189,0.001006,0.000618,0.000140
48700,0.000580,0.001006,0.003084,0.007061,0.001138,0.001005,0.001003,0.002157,0.001005,0.000636,0.000135
48800,0.000596,0.000947,0.003086,0.006452,0.001149,0.001005,0.001006,0.002139,0.001006,0.000692,0.000141
48900,inf,0.001019,0.003081,0.006626,0.001149,0.001008,0.001006,0.002144,0.001005,0.000740,0.000136
49000,0.000605,0.000968,0.003084,0.006470,0.001135,0.001002,0.001006,0.002155,0.001013,0.000645,0.000143
49100,0.000577,0.000979,0.003083,0.006221,0.001141,0.001005,0.001007,0.002177,0.001003,0.000698,0.000139
49200,0.000600,0.000992,0.003083,0.006404,0.001141,0.001005,0.001001,0.002152,0.001006,0.000622,0.000142
49300,0.000559,0.000965,0.003086,0.007529,0.001136,0.001004,0.001004,0.002159,0.001000,0.000718,0.000140
49400,0.000580,0.000977,0.003088,0.006796,0.001148,0.001001,0.001002,0.002175,0.001002,0.000696,0.000142
49500,0.000609,0.000936,0.003081,0.007300,0.001144,0.001006,0.001006,0.002173,0.001006,0.000674,0.000138
49600,0.000571,0.001040,0.003081,0.006926,0.001158,0.001007,0.001005,0.002159,0.001005,0.000684,0.000137
49700,0.000576,0.000992,0.003087,0.006787,0.001143,0.001003,0.001006,0.002129,0.001005,0.000607,0.000140
49800,0.000572,0.001010,0.003088,0.007571,0.001149,0.001003,0.001004,0.002134,0.001003,0.000597,0.000144
49900,0.000570,0.001059,0.003086,0.006247,0.001125,0.001001,0.001002,0.002154,0.001002,0.000673,0.000138
50000,0.000591,0.001075,0.003088,0.006808,0.001131,0.001005,0.001004,0.002170,0.001004,0.000692,0.000137
50100,0.000563,0.000946,0.003084,0.007145,0.001155,0.001003,0.001003,0.002124,0.001007,0.000710,0.000131
50200,0.000595,0.001095,0.003081,0.006956,0.001146,0.001005,0.001003,0.002146,0.001003,0.000571,0.000137
50300,0.000594,0.000989,0.003079,0.006927,0.001140,0.001003,0.001007,0.002170,0.000999,0.000681,0.000137
50400,0.000599,0.001012,0.003083,0.006801,0.001151,0.001004,0.001008,0.002145,0.001009,0.000628,0.000138
50500,0.000580,0.001053,0.003089,0.006929,0.001143,0.001006,0.001009,0.002155,0.001004,0.000635,0.000135
50600,0.000629,0.000986,0.003082,0.006916,0.001149,0.001006,0.001006,0.002112,0.001005,0.000669,0.000135
50700,0.000589,0.001054,0.003083,0.006931,0.001147,0.001002,0.001002,0.002135,0.001009,0.000663,0.000139
50800,0.000558,0.001081,0.003083,0.006787,0.001140,0.001005,0.001004,0.002108,0.001006,0.000656,0.000140
50900,0.000583,0.001042,0.003085,0.006632,0.001155,0.001004,0.001003,0.002134,0.001000,0.000728,0.000141
51000,0.000563,0.001068,0.003089,0.006489,0.001133,0.001005,0.001004,0.002147,0.000998,0.000641,0.000139
51100,0.000620,0.001040,0.003085,0.006762,0.001137,0.001003,0.001005,0.002156,0.001003,0.000682,0.000139
51200,0.000577,0.000953,0.003087,0.006916,0.001143,0.001005,0.001005,0.002165,0.001004,0.000671,0.000139
51300,0.000588,0.000972,0.003081,0.007204,0.001144,0.001003,0.001007,0.002138,0.001002,0.000603,0.000141
51400,0.000562,0.000982,0.003084,0.006464,0.001148,0.001003,0.001002,0.002138,0.001001,0.000622,0.000136
51500,0.000573,0.000968,0.003081,0.006597,0.001134,0.001007,0.001006,0.002157,0.001002,0.000702,0.000141
51600,0.000610,0.001043,0.003083,0.006632,0.001140,0.001002,0.001002,0.002084,0.000999,0.000679,0.000137
51700,0.000621,0.001069,0.003090,0.006487,0.001137,0.001000,0.001004,0.002138,0.001003,0.000609,0.000140
51800,0.000565,0.000956,0.003081,0.006780,0.001150,0.001002,0.001001,0.002116,0.001003,0.000615,0.000140
51900,0.000563,0.000981,0.003091,0.007683,0.001147,0.001007,0.001006,0.002144,0.001008,0.000600,0.000143
52000,0.000598,0.001005,0.003078,0.006408,0.001151,0.001007,0.001008,0.002159,0.001002,0.000712,0.000138
52100,0.000572,0.001009,0.003083,0.006076,0.001137,0.001006,0.001004,0.002160,0.001006,0.000607,0.000142
52200,0.000594,0.001034,0.003084,0.007351,0.001135,0.001004,0.001003,0.002149,0.001005,0.000635,0.000143
52300,0.000609,0.001013,0.003089,0.006603,0.001151,0.001006,0.001004,0.002142,0.001007,0.000656,0.000137
52400,0.000618,0.001061,0.003083,0.006930,0.001148,0.001002,0.001001,0.002156,0.001007,0.000701,0.000142
52500,0.000548,0.001032,0.003080,0.006606,0.001153,0.001003,0.001005,0.002154,0.001004,0.000688,0.000137
52600,0.000580,0.000982,0.003084,0.005635,0.001145,0.001003,0.001003,0.002126,0.001005,0.000741,0.000138
52700,0.000581,0.000985,0.003082,0.006931,0.001146,0.001003,0.001005,0.002134,0.001002,0.000652,0.000139
52800,0.000606,0.001010,0.003081,0.006609,0.001141,0.001004,0.001005,0.002150,0.001006,0.000675,0.000141
52900,0.000610,0.001033,0.003080,0.007337,0.001156,0.001003,0.001001,0.002136,0.001002,0.000694,0.000142
53000,0.000566,0.000982,0.003083,0.005895,0.001147,0.001008,0.001005,0.002142,0.001002,0.000675,0.000141
53100,0.000601,0.001035,0.003086,0.006370,0.001141,0.001003,0.001004,0.002157,0.001006,0.000619,0.000139
53200,0.000576,0.000985,0.003083,0.006794,0.001154,0.001005,0.001004,0.002132,0.001009,0.000652,0.000139
53300,0.000584,0.000956,0.003081,0.006938,0.001158,0.001002,0.001007,0.002151,0.001007,0.000659,0.000138
53400,0.000591,0.000942,0.003087,0.006639,0.001155,0.001003,0.001001,0.002151,0.001008,0.000668,0.000139
53500,0.000594,0.000987,0.003086,0.006023,0.001148,0.001002,0.001004,0.002137,0.001002,0.000663,0.000141
53600,0.000599,0.000967,0.003082,0.007340,0.001149,0.001006,0.001002,0.002174,0.001003,0.000670,0.000140
53700,0.000572,0.001036,0.003084,0.006617,0.001152,0.001006,0.001003,0.002152,0.001001,0.000739,0.000137
53800,0.000593,0.001087,0.003083,0.007439,0.001143,0.001008,0.001005,0.002150,0.001004,0.000636,0.000145
53900,0.000610,0.000907,0.003082,0.006765,0.001147,0.001002,0.001003,0.002151,0.001004,0.000550,0.000136
54000,0.000567,0.000985,0.003087,0.006339,0.001147,0.001006,0.001005,0.002148,0.001004,0.000636,0.000142
54100,0.000583,0.001023,0.003081,0.005989,0.001133,0.001004,0.001003,0.002154,0.001002,0.000597,0.000142
54200,0.000598,0.001015,0.003085,0.007216,0.001145,0.001002,0.001002,0.002135,0.001006,0.000673,0.000138
54300,0.000645,0.000948,0.003086,0.007029,0.001145,0.001002,0.001001,0.002146,0.001011,0.000632,0.000142
54400,0.000591,0.000982,0.003079,0.006401,0.001142,0.001006,0.001001,0.002153,0.001007,0.000675,0.000141
54500,0.000552,0.000952,0.003083,0.006771,0.001145,0.001005,0.001005,0.002132,0.001011,0.000591,0.000143
54600,0.000567,0.000973,0.003085,0.006003,0.001138,0.001003,0.001003,0.002126,0.001002,0.000677,0.000142
54700,0.000609,0.000948,0.003085,0.006792,0.001162,0.001005,0.001004,0.002138,0.000998,0.000642,0.000143
54800,0.000569,0.000935,0.003088,0.006480,0.001147,0.001005,0.001009,0.002159,0.001005,0.000712,0.000142
54900,0.000584,0.000978,0.003084,0.005821,0.001158,0.001001,0.001000,0.002150,0.001007,0.000683,0.000137
55000,0.000619,0.000989,0.003082,0.007955,0.001140,0.001006,0.001003,0.002159,0.001002,0.000681,0.000136
55100,0.000586,0.001001,0.003086,0.007271,0.001139,0.001000,0.001001,0.002148,0.001000,0.000577,0.000142
55200,0.000586,0.001007,0.003081,0.006484,0.001148,0.001005,0.001008,0.002154,0.001004,0.000664,0.000146
55300,0.000597,0.000989,0.003084,0.006513,0.001152,0.001005,0.001003,0.002168,0.001002,0.000743,0.000140
55400,0.000560,0.001016,0.003084,0.006942,0.001139,0.001003,0.001005,0.002163,0.001006,0.000571,0.000146
55500,0.000580,0.001022,0.003081,0.007427,0.001139,0.001006,0.001008,0.002163,0.001004,0.000675,0.000138
55600,0.000569,0.000978,0.003089,0.006809,0.001146,0.001005,0.001006,0.002154,0.001005,0.000659,0.000139
55700,0.000600,0.000969,0.003077,0.006787,0.001158,0.001006,0.001002,0.002178,0.001003,0.000674,0.000136
55800,0.000590,0.000966,0.003085,0.006771,0.001139,0.001002,0.001002,0.002169,0.001002,0.000586,0.000136
55900,0.000562,0.001036,0.003085,0.006780,0.001147,0.001001,0.001001,0.002139,0.001006,0.000669,0.000145
56000,0.000604,0.001045,0.003084,0.006617,0.001147,0.001007,0.001005,0.002142,0.001005,0.000729,0.000137
56100,0.000594,0.000937,0.003083,0.006749,0.001144,0.001004,0.001004,0.002160,0.001011,0.000608,0.000134
56200,0.000571,0.000963,inf,0.006652,0.001149,0.001004,0.001005,0.002155,0.001002,0.000694,0.000135
56300,0.000593,0.001022,0.003081,0.006634,0.001151,0.001006,0.001004,0.002154,0.001005,0.000591,0.000139
56400,0.000620,0.000900,0.003084,0.007123,0.001143,0.001007,0.001005,0.002153,0.001011,0.000629,0.000140
56500,0.000580,0.001015,0.003085,0.007065,0.001149,0.001006,0.001005,0.002141,0.001007,0.000666,0.000138
56600,0.000576,0.000975,0.003082,0.006420,0.001153,0.001002,0.001002,0.002146,0.001002,0.000725,0.000136
56700,0.000580,0.000957,0.003084,0.006341,0.001142,0.001003,0.001005,0.002150,0.001001,0.000623,0.000136
56800,0.000587,0.001028,0.003086,0.006205,0.001140,0.001006,0.001004,0.002155,0.001006,0.000687,0.000140
56900,0.000591,0.000984,0.003079,0.006975,0.001151,0.001002,0.001005,0.002159,0.001000,0.000682,0.000135
57000,0.000600,0.000943,0.003084,0.007047,0.001151,0.001006,0.001004,0.002112,0.001002,0.000629,0.000139
57100,0.000590,0.001026,0.003082,0.006454,0.001143,0.001004,0.001003,0.002169,0.001001,0.000623,0.000139
57200,0.000616,0.000933,0.003086,0.007246,0.001156,0.001003,0.001003,0.002150,0.001005,0.000636,0.000136
57300,0.000558,0.000984,0.003083,0.007263,0.001147,0.000999,0.001001,0.002128,0.001003,0.000641,0.000140
57400,0.000576,0.000966,0.003086,0.006978,0.001149,0.001003,0.001004,0.002164,0.001003,0.000615,0.000141
57500,0.000579,0.001084,0.003081,0.006651,0.001148,0.001002,0.001002,0.002144,0.001002,0.000661,0.000139
57600,0.000593,0.000976,0.003081,0.007217,0.001151,0.001003,0.001003,0.002122,0.001003,0.000663,0.000135
57700,0.000600,0.000988,0.003082,0.007100,0.001148,0.001006,0.001006,0.002128,0.001002,0.000628,0.000140
57800,0.000578,0.000996,0.003080,0.006193,0.001154,0.001008,0.001006,0.002155,0.001000,0.000649,0.000139
57900,0.000609,0.000996,0.003086,0.006329,0.001144,0.001006,0.001005,0.002134,0.001005,0.000623,0.000139
58000,0.000588,0.000979,0.003078,0.006468,0.001155,0.001005,0.001004,0.002129,0.001008,0.000682,0.000136
58100,0.000594,0.000937,0.003087,0.007233,0.001141,0.001003,0.001004,0.002126,0.001010,0.000613,0.000142
58200,0.000563,0.000961,0.003082,0.006778,0.001135,0.001004,0.001004,0.002143,0.001007,0.000674,0.000143
58300,0.000593,0.001000,0.003085,0.006372,0.001135,0.001000,0.001002,0.002152,0.000999,0.000740,0.000142
58400,0.000617,0.000984,0.003087,0.007230,0.001138,0.001000,0.001002,0.002121,0.001004,0.000696,0.000139
58500,0.000619,0.001034,0.003085,0.006297,0.001150,0.001004,0.001005,0.002129,0.001001,0.000649,0.000135
58600,0.000573,0.000909,0.003083,0.006763,0.001149,0.001006,0.001001,0.002176,0.001004,0.000668,0.000136
58700,0.000563,0.001045,0.003085,0.006789,0.001143,0.001002,0.001006,0.002151,0.001003,0.000649,0.000139
58800,0.000563,0.001006,0.003079,0.006493,0.001153,0.001003,0.001004,0.002145,0.001001,0.000662,0.000143
58900,0.000565,0.000960,0.003083,0.007127,0.001145,0.001008,0.001007,0.002100,0.001001,0.000673,0.000146
59000,0.000593,0.000957,0.003087,0.006441,0.001141,0.001002,0.001003,0.002154,0.000999,0.000672,0.000135
59100,0.000555,0.000976,0.003084,0.006945,0.001154,0.001003,0.001002,0.002167,0.001005,0.000645,0.000135
59200,0.000573,0.001012,0.003084,0.007111,0.001128,0.001001,0.001005,0.002166,0.001001,0.000670,0.000139
59300,0.000627,0.000935,0.003098,0.006933,0.001147,0.001007,0.001007,0.002186,0.001008,0.000680,0.000135
59400,0.000583,0.001019,0.003078,0.005945,0.001154,0.001005,0.001007,0.002135,0.001005,0.000662,0.000141
59500,0.000580,0.000990,0.003083,0.006181,0.001147,0.001004,0.001004,0.002114,0.001004,0.000728,0.000140
59600,0.000589,0.000926,0.003083,0.006153,0.001143,0.001003,0.001003,0.002137,0.001009,0.000576,0.000142
59700,0.000592,0.001015,0.003085,0.006990,0.001148,0.001007,0.001006,0.002160,0.001002,0.000650,0.000141
59800,0.000594,0.000953,0.003083,0.006755,0.001136,0.001003,0.001002,0.002141,0.001005,0.000662,0.000138
59900,0.000608,0.000967,0.003082,0.006147,0.001147,0.001005,0.001004,0.002131,0.001003,0.000727,0.000141
60000,0.000570,0.000951,0.003079,0.007378,0.001140,0.001002,0.001001,0.002133,0.001004,0.000633,0.000138
60100,0.000599,0.000983,0.003082,0.007675,0.001141,0.001000,0.001003,0.002148,0.001001,0.000635,0.000137
60200,0.000571,0.000962,0.003077,0.006946,0.001148,0.001005,0.001010,0.002142,0.001007,0.000647,0.000133
60300,0.000598,0.000962,0.003083,0.006910,0.001137,0.000999,0.001001,0.002136,0.001002,0.000629,0.000136
60400,0.000594,0.000984,0.003082,0.006349,0.001143,0.001004,0.001007,0.002142,0.001004,0.000740,0.000136
60500,0.000602,0.000979,0.003079,0.007112,0.001145,0.001004,0.001003,0.002135,0.001005,0.000598,0.000138
60600,0.000579,0.000980,0.003084,0.006458,0.001150,0.001004,0.001004,0.002148,0.001003,0.000670,0.000136
60700,0.000567,0.000989,0.003081,0.006577,0.001143,0.001005,0.001004,0.002133,0.001005,0.000669,0.000138
60800,0.000588,0.000930,0.003085,0.006443,0.001153,0.001000,0.001003,0.002146,0.001004,0.000593,0.000135
60900,0.000614,0.001050,0.003087,0.006779,0.001138,0.001006,0.001006,0.002199,0.001006,0.000608,0.000137
61000,0.000579,0.000975,0.003083,0.005930,0.001152,0.001003,0.001002,0.002147,0.001002,0.000662,0.000143
61100,0.000586,0.001055,0.003084,0.006793,0.001152,0.001007,0.001003,0.002141,0.001007,0.000633,0.000140
61200,0.000585,0.001019,0.003082,0.006421,0.001148,0.001003,0.001004,0.002165,0.001001,0.000645,0.000143
61300,0.000623,0.000997,0.003079,0.007113,0.001146,0.001001,0.001004,0.002133,0.001007,0.000698,0.000134
61400,0.000581,0.001019,0.003082,0.006483,0.001157,0.001007,0.001006,0.002168,0.001001,0.000669,0.000135
61500,0.000547,0.000999,0.003083,0.007190,0.001149,0.001004,0.001004,0.002128,0.001002,0.000702,0.000133
61600,0.000591,0.000951,0.003090,0.007171,0.001158,0.001002,0.001001,0.002149,0.001002,0.000667,0.000140
61700,0.000569,0.000969,0.003077,0.006378,0.001139,0.001003,0.001001,0.002126,0.001003,0.000643,0.000141
61800,0.000559,0.000973,0.003081,0.006264,0.001142,0.001000,0.001006,0.002148,0.001003,0.000638,0.000142
61900,0.000595,0.001014,0.003089,0.006663,0.001145,0.001004,0.001004,0.002168,0.001005,0.000749,0.000139
62000,0.000588,0.000980,0.003080,0.006784,0.001143,0.001003,0.001003,0.002148,0.001004,0.000635,0.000136
62100,0.000589,0.001006,0.003091,0.006892,0.001141,0.001001,0.001004,0.002155,0.000999,0.000642,0.000135
62200,0.000570,0.001004,0.003086,0.007348,0.001155,0.001005,0.001004,0.002141,0.000999,0.000693,0.000138
62300,0.000603,0.000992,0.003085,0.006629,0.001134,0.001002,0.001004,0.002161,0.001007,0.000663,0.000140
62400,0.000590,0.001063,0.003081,0.007419,0.001148,0.001004,0.001005,0.002143,0.001009,0.000695,0.000139
62500,0.000590,0.000983,0.003085,0.006399,0.001146,0.001002,0.001003,0.002130,0.001003,0.000585,0.000134
62600,0.000576,0.000941,0.003080,0.006401,0.001142,0.001005,0.001008,0.002145,0.001007,0.000634,0.000144
62700,0.000611,0.001025,0.003084,0.006224,0.001152,0.001006,0.001004,0.002140,0.001003,0.000673,0.000137
62800,0.000588,0.000988,0.003086,0.007002,0.001147,0.001002,0.001001,0.002132,0.001007,0.000696,0.000135
62900,0.000573,0.000934,0.003080,0.006650,0.001141,0.001005,0.001005,0.002107,0.001004,0.000700,0.000138
63000,0.000585,0.000975,0.003089,0.007292,0.001141,0.001003,0.001004,0.002120,0.001004,0.000646,0.000137
63100,0.000573,0.000854,0.003084,0.006536,0.001146,0.001003,0.001002,0.002133,0.001002,0.000697,0.000132
63200,0.000590,0.000976,0.003082,0.007034,0.001148,0.001003,0.001002,0.002135,0.000995,0.000620,0.000137
63300,0.000601,0.000952,0.003083,0.007029,0.001136,0.001001,0.001003,0.002153,0.001004,0.000615,0.000139
63400,0.000556,0.001009,0.003086,0.006968,0.001151,0.001006,0.001005,0.002153,0.001004,0.000606,0.000141
63500,0.000622,0.000995,0.003085,0.006599,0.001143,0.001005,0.001002,0.002156,0.001003,0.000594,0.000144
63600,0.000627,0.001024,0.003082,0.006782,0.001151,0.001009,0.001005,0.002167,0.001002,0.000647,0.000141
63700,0.000600,0.001017,0.003080,0.005722,0.001145,0.001006,0.001004,0.002126,0.001004,0.000657,0.000142
63800,0.000577,0.001045,0.003085,0.006549,0.001139,0.001003,0.001003,0.002169,0.001003,0.000668,0.000141
63900,0.000585,0.000998,0.003078,0.006115,0.001143,0.001006,0.001006,0.002168,0.001003,0.000697,0.000141
64000,0.000593,0.001002,0.003083,0.006142,0.001156,0.001001,0.001000,0.002138,0.001008,0.000684,0.000141
64100,0.000582,0.000954,0.003083,0.007309,0.001143,0.001003,0.001006,0.002156,0.001003,0.000656,0.000138
64200,0.000575,0.000993,0.003084,0.006784,0.001147,0.001008,0.001002,0.002167,0.001003,0.000680,0.000135
64300,0.000527,0.000971,0.003081,0.006751,0.001146,0.001003,0.001005,0.002153,0.001000,0.000625,0.000136
64400,0.000586,0.001011,0.003079,0.006027,0.001150,0.001003,0.001007,0.002140,0.001003,0.000636,0.000136
64500,0.000579,0.001028,0.003084,0.007476,0.001137,0.001004,0.001003,0.002169,0.001006,0.000644,0.000136
64600,0.000591,0.000995,0.003089,0.006671,0.001144,0.001002,0.001002,0.002127,0.000999,0.000673,0.000139
64700,0.000564,0.000976,0.003085,0.006948,0.001139,0.001002,0.001000,0.002122,0.001003,0.000658,0.000135
64800,0.000572,0.000964,0.003084,0.006435,0.001138,0.001003,0.001005,0.002114,0.000999,0.000668,0.000138
64900,0.000569,0.001048,0.003085,0.006597,0.001137,0.001004,0.001003,0.002156,0.001005,0.000592,0.000139
65000,0.000601,0.000945,0.003085,0.006332,0.001137,0.001002,0.001002,0.002151,0.001004,0.000648,0.000145
65100,0.000606,0.000969,0.003077,0.006946,0.001139,0.001005,0.001005,0.002151,0.000999,0.000659,0.000139
65200,0.000589,0.000999,0.003084,0.006685,0.001144,0.001010,0.001005,0.002089,0.001001,0.000630,0.000140
65300,0.000601,0.000926,0.003083,0.006385,0.001153,0.001002,0.001006,0.002106,0.001001,0.000565,0.000137
65400,0.000591,0.001025,0.003082,0.007750,0.001141,0.001003,0.001005,0.002132,0.001005,0.000647,0.000138
65500,0.000581,0.001038,0.003084,0.007355,0.001137,0.001002,0.001001,0.002115,0.001004,0.000646,0.000136
65600,0.000579,0.000965,0.003082,0.006783,0.001142,0.001005,0.001003,0.002141,0.001008,0.000649,0.000136
65700,0.000604,0.001035,0.003082,0.006947,0.001145,0.001002,0.001001,0.002140,0.001001,0.000623,0.000137
65800,0.000539,0.000944,0.003090,0.006357,0.001138,0.001005,0.001004,0.002170,0.001001,0.000773,0.000137
65900,0.000597,0.000991,0.003085,0.006560,0.001153,0.001006,0.001007,0.002135,0.001001,0.000673,0.000140
66000,0.000597,0.000984,0.003085,0.007483,0.001143,0.001002,0.001003,0.002152,0.000999,0.000612,0.000146
66100,0.000597,0.000991,0.003080,0.006273,0.001120,0.001006,0.001007,0.002176,0.001006,0.000628,0.000142
66200,0.000596,0.000984,0.003083,0.006939,0.001143,0.001002,0.001000,0.002136,0.001001,0.000633,0.000135
66300,0.000579,0.000968,0.003081,0.007693,0.001136,0.001009,0.001005,0.002116,0.001002,0.000628,0.000138
66400,0.000595,0.001037,0.003087,0.006930,0.001135,0.001004,0.001002,0.002159,0.001001,0.000672,0.000135
66500,0.000576,0.001020,0.003086,0.007851,0.001139,0.001000,0.001001,0.002149,0.001001,0.000687,0.000138
66600,0.000593,0.001011,0.003081,0.006779,0.001140,0.001005,0.001001,0.002172,0.001006,0.000688,0.000134
66700,0.000620,0.000944,0.003089,0.006239,0.001162,0.001009,0.001006,0.002163,0.001007,0.000667,0.000138
66800,0.000594,0.000882,0.003078,0.006987,0.001150,0.001005,0.001006,0.002165,0.001001,0.000610,0.000139
66900,0.000563,0.001022,0.003082,0.006775,0.001149,0.001006,0.001007,0.002146,0.001003,0.000687,0.000143
67000,0.000589,0.001017,0.003080,0.006801,0.001136,0.001004,0.001005,0.002130,0.001007,0.000643,0.000139
67100,0.000589,0.001010,0.003086,0.006641,0.001146,0.001005,0.001006,0.002144,0.000999,0.000668,0.000142
67200,0.000588,0.001003,0.003084,0.007749,0.001131,0.001001,0.001002,0.002157,0.001008,0.000670,0.000138
67300,0.000566,0.001034,0.003082,0.006470,0.001148,0.001004,0.001004,0.002125,0.001008,0.000578,0.000135
67400,0.000587,0.000985,0.003078,0.007106,0.001140,0.001003,0.001000,0.002122,0.001001,0.000608,0.000134
67500,0.000599,0.001008,0.003082,0.007232,0.001150,0.001002,0.001003,0.002155,0.001005,0.000632,0.000138
67600,0.000605,0.000961,0.003080,0.006458,0.001148,0.001002,0.001005,0.002138,0.001005,0.000687,0.000136
67700,0.000622,0.001043,0.003082,0.006652,0.001151,0.001002,0.001003,0.002146,0.000997,0.000586,0.000140
67800,0.000574,0.000931,0.003082,0.006954,0.001149,0.001005,0.001007,0.002150,0.001002,0.000572,0.000137
67900,0.000580,0.000899,0.003085,0.007473,0.001154,0.001005,0.001003,0.002139,0.001003,0.000650,0.000140
68000,0.000569,0.001011,0.003081,0.007956,0.001153,0.001002,0.001004,0.002179,0.001004,0.000688,0.000139
68100,0.000598,0.000929,0.003081,0.005856,0.001150,0.001005,0.001004,0.002153,0.001007,0.000650,0.000141
68200,0.000588,0.001029,0.003082,0.006628,0.001143,0.001003,0.000999,0.002135,0.001010,0.000655,0.000139
68300,0.000601,0.001018,0.003088,0.007089,0.001148,0.001005,0.001003,0.002173,0.001004,0.000601,0.000136
68400,0.000585,0.001008,0.003083,0.005940,0.001148,0.001004,0.001003,0.002108,0.001004,0.000661,0.000135
68500,0.000553,0.000951,0.003080,0.006075,0.001153,0.001003,0.001003,0.002131,0.000998,0.000772,0.000139
68600,0.000564,0.000961,0.003080,0.007243,0.001144,0.001007,0.001004,0.002165,0.001001,0.000613,0.000138
68700,0.000594,0.000973,0.003084,0.006421,0.001142,0.001001,0.001004,0.002135,0.001005,0.000650,0.000138
68800,0.000600,0.001010,0.003080,0.007153,0.001141,0.001004,0.001005,0.002136,0.001002,0.000664,0.000140
68900,0.000578,0.000931,0.003081,0.006516,0.001139,0.001004,0.001004,0.002132,0.001000,0.000596,0.000137
69000,0.000589,0.000943,0.003088,0.006763,0.001139,0.001002,0.001001,0.002179,0.001003,0.000671,0.000138
69100,0.000611,0.000926,0.003082,0.006460,0.001137,0.001002,0.001000,0.002149,0.001009,0.000634,0.000136
69200,0.000601,0.001027,0.003078,0.007510,0.001137,0.001003,0.001003,0.002124,0.001005,0.000670,0.000134
